iter	RMSE
880	1.163989909
881	1.163653486
882	1.163319521
883	1.162741048
884	1.16267351
885	1.161986192
886	1.161594505
887	1.161552318
888	1.160716738
889	1.160367986
890	1.159795439
891	1.159306699
892	1.158489836
893	1.157739269
894	1.157280526
895	1.156518949
896	1.156124014
897	1.154961088
898	1.153859272
899	1.153753021
900	1.153271522
901	1.152488979
902	1.152431475
903	1.151858059
904	1.151307736
905	1.1508881
906	1.15045659
907	1.150159966
908	1.149914389
909	1.149562635
910	1.148878343
911	1.148484493
912	1.148377669
913	1.147678281
914	1.147095522
915	1.14674665
916	1.146004701
917	1.145141418
918	1.144854015
919	1.144239228
920	1.144102119
921	1.143457664
922	1.142881685
923	1.142086681
924	1.141648401
925	1.141273465
926	1.140481416
927	1.140007948
928	1.139465832
929	1.138706766
930	1.137529389
931	1.136846495
932	1.136248303
933	1.135949509
934	1.135769
935	1.135171022
936	1.134804858
937	1.134693299
938	1.134165578
939	1.13316392
940	1.133122355
941	1.132447349
942	1.131710484
943	1.130535776
944	1.130275506
945	1.12995101
946	1.129469777
947	1.129002191
948	1.128171541
949	1.128140024
950	1.127919919
951	1.127654487
952	1.127598371
953	1.126861668
954	1.126553327
955	1.125852228
956	1.125379317
957	1.124883095
958	1.124337678
959	1.123904561
960	1.123297641
961	1.122832045
962	1.122781367
963	1.121974558
964	1.121852342
965	1.121348662
966	1.120666755
967	1.119521666
968	1.118878227
969	1.118466655
970	1.118274483
971	1.117745727
972	1.117659799
973	1.11763607
974	1.117522361
975	1.11719717
976	1.116841349
977	1.115689374
978	1.115125948
979	1.114754963
980	1.114142383
981	1.113831498
982	1.113140307
983	1.11275492
984	1.11264173
985	1.112186632
986	1.11215004
987	1.11189119
988	1.111718445
989	1.111673291
990	1.111021335
991	1.110300589
992	1.110123069
993	1.109503121
994	1.108563957
995	1.108195579
996	1.108160435
997	1.107483229
998	1.107213603
999	1.106683484
