iter	RMSE
0	46.76088784
1	42.79027569
2	39.28623576
3	35.87922048
4	32.94838422
5	30.26636863
6	28.04763982
7	25.79773682
8	23.70290374
9	21.73489503
10	20.1346871
11	18.54507647
12	17.08305235
13	15.72679255
14	14.62127247
15	13.54594843
16	12.66660226
17	11.78333822
18	10.98423175
19	10.26250757
20	9.569738044
21	8.929275675
22	8.334426187
23	7.784946896
24	7.333988326
25	6.997658002
26	6.636397186
27	6.277282222
28	5.930455501
29	5.664624184
